flight_number,airline_name,departure_airport,departure_city,departure_country,departure_time,arrival_airport,arrival_city,arrival_country,duration_hours,passenger_count,flight_status,distance_traveled_km,meal_service,in-flight_entertainment,wifi_available,airport_name,airport_city,airport_region,airport_country,arrival_time,airline_code,departure_date,arrival_date
AI7902,Air India,Indira Gandhi International,Sungaibengkal,Indonesia,9:18 PM,Chhatrapati Shivaji International,Pontes e Lacerda,Brazil,6,99,cancelled,9232,vegetarian,true,true,Jales Airport,Jales,BR-SP,BR,4:08 AM,AI,7/3/2026,7/3/2026
AZ9063,Alitalia,Leonardo da Vinci International,Najd al Jumā‘ī,Yemen,11:41 PM,Charles de Gaulle,Itabaiana,Brazil,8,330,delayed,9750,vegan,false,true,Siwa Oasis North Airport,Siwa,EG-MT,EG,6:49 AM,AZ,6/19/2026,6/19/2026
KE7452,Korean Air,Incheon International,La Unión,Colombia,5:41 PM,Benito Juárez International,Komysh-Zorya,Ukraine,8,249,on-time,221,regular,false,false,Frankfurt am Main Airport,Frankfurt am Main,DE-HE,DE,1:30 AM,KE,7/14/2026,7/14/2026
AM6852,Aeroméxico,Benito Juárez International,Höshööt,Mongolia,4:34 AM,Ministro Pistarini International,Neofbaun,Indonesia,5,251,on-time,8866,gluten-free,false,true,Jordan Airport,Jordan,US-MT,US,5:49 AM,AM,12/9/2026,12/9/2026
BA2109,British Airways,Heathrow,Caocun,China,11:00 AM,Dallas/Fort Worth International,Niedrzwica Duża,Poland,2,175,cancelled,4765,vegetarian,true,true,Aramac Airport,,AU-QLD,AU,6:00 AM,BA,10/26/2026,10/26/2026
QF6081,Qantas,Sydney Airport,Puntaru,Indonesia,5:40 AM,Melbourne Airport,Primorsko,Bulgaria,5,173,cancelled,446,regular,true,true,Sumburgh Airport,Lerwick,GB-SCT,GB,12:31 PM,QF,10/30/2026,10/30/2026
ET6593,Ethiopian Airlines,Bole International,Stockholm,Sweden,12:37 AM,Changi,Furongqiao,China,4,223,on-time,4486,vegan,true,true,Nanaimo Harbour Water Airport,Nanaimo,CA-BC,CA,12:14 AM,ET,10/1/2026,10/1/2026
AF4414,Air France,Charles de Gaulle,Srbica,Macedonia,2:26 AM,El Dorado International,Aizhai,China,7,474,cancelled,2943,vegetarian,true,false,Ceduna Airport,,AU-SA,AU,11:15 PM,AF,2/13/2026,2/13/2026
AZ9026,Alitalia,Leonardo da Vinci International,Muzambinho,Brazil,11:27 AM,Charles de Gaulle,Hirado,Japan,9,103,on-time,372,regular,true,false,Bethel Airport,Bethel,US-AK,US,2:35 AM,AZ,9/13/2026,9/13/2026
LH5030,Lufthansa,Frankfurt Airport,Kisai,Japan,5:32 AM,Charles de Gaulle,Abelheira,Portugal,9,14,on-time,8439,vegetarian,true,false,Limoges Airport,Limoges/Bellegarde,FR-L,FR,8:28 PM,LH,12/30/2026,12/30/2026
SK1004,SAS Scandinavian,Copenhagen Airport,Oke Ila,Nigeria,4:04 PM,Charles de Gaulle,Kipushi,Democratic Republic of the Congo,1,455,cancelled,4209,regular,true,true,Moses Kilangin Airport,Timika-Papua Island,ID-PA,ID,5:07 PM,SK,11/17/2026,11/17/2026
QR5080,Qatar Airways,Hamad International,Melong,Cameroon,4:59 AM,John F. Kennedy International,Jand,Pakistan,11,271,on-time,2198,gluten-free,true,true,Sassandra Airport,Sassandra,CI-09,CI,7:22 AM,QR,9/21/2026,9/21/2026
EK1205,Emirates,Dubai International,Itapetininga,Brazil,6:51 PM,Sydney Airport,San Jose,United States,4,297,cancelled,7992,vegan,false,false,Værøy Heliport,Værøy,NO-18,NO,4:06 AM,EK,4/5/2026,4/5/2026
BA9450,British Airways,Heathrow,Sarrat,Philippines,5:28 PM,Charles de Gaulle,Kuluran,Indonesia,10,456,delayed,540,regular,true,false,Koingnaas Airport,Koingnaas,ZA-NC,ZA,3:18 AM,BA,7/26/2026,7/26/2026
SK2256,SAS Scandinavian,Copenhagen Airport,Bulgan,Mongolia,3:51 AM,Charles de Gaulle,Lazaro Cardenas,Mexico,11,319,on-time,9754,gluten-free,false,true,Mason County Airport,Ludington,US-MI,US,1:41 AM,SK,11/19/2026,11/19/2026
AV4964,Avianca,El Dorado International,Onguday,Russia,3:28 AM,O'Hare International,Pili,Indonesia,3,175,delayed,7295,gluten-free,false,true,Mmabatho International Airport,Mafeking,ZA-NW,ZA,8:19 PM,AV,3/1/2026,3/1/2026
LH6786,Lufthansa,Frankfurt Airport,San Pedro de Macorís,Dominican Republic,10:00 AM,Jomo Kenyatta International,Durazno,Uruguay,10,484,on-time,3965,regular,false,false,Lensk Airport,Lensk,RU-SA,RU,7:40 AM,LH,1/12/2027,1/12/2027
NZ3861,Air New Zealand,Auckland Airport,Santo Amaro,Portugal,7:44 AM,Sydney Airport,Nyíregyháza,Hungary,3,314,cancelled,3818,vegan,false,false,Korla Airport,Korla,CN-65,CN,11:21 PM,NZ,12/12/2026,12/12/2026
UA7729,United Airlines,Los Angeles International,Cidolog,Indonesia,11:59 AM,San Francisco International,Alvaiázere,Portugal,9,411,cancelled,8866,gluten-free,false,true,La Abraq Airport,Al Bayda',LY-JA,LY,11:42 PM,UA,2/26/2026,2/26/2026
AF9045,Air France,Charles de Gaulle,Sumuragung,Indonesia,10:56 AM,Frankfurt Airport,Filipowice,Poland,3,70,cancelled,8581,vegan,true,false,Sibi Airport,Sibi,PK-BA,PK,11:01 AM,AF,10/29/2026,10/29/2026
AM6955,Aeroméxico,Benito Juárez International,Tianchi,China,11:56 AM,John F. Kennedy International,Taihe,China,9,211,on-time,2957,vegan,false,false,Oryol Yuzhny Airport,Orel,RU-ORL,RU,4:32 AM,AM,5/20/2026,5/20/2026
AZ2434,Alitalia,Leonardo da Vinci International,Noyemberyan,Armenia,7:34 PM,Adolfo Suárez Madrid–Barajas,Wuyao,China,5,409,on-time,2617,gluten-free,false,true,Corumbá International Airport,Corumbá,BR-MS,BR,3:23 AM,AZ,12/14/2026,12/14/2026
KL2768,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Vitrolles,France,4:12 PM,Charles de Gaulle,Ängelholm,Sweden,8,353,on-time,3833,vegetarian,true,true,Kalakaket Creek AS Airport,Kalakaket Creek,US-AK,US,3:10 AM,KL,11/19/2026,11/19/2026
BA1547,British Airways,Heathrow,Seulimeum,Indonesia,8:41 PM,Charles de Gaulle,Sala,Sweden,2,458,cancelled,7273,vegetarian,false,false,Bromont (Roland Desourdy) Airport,Bromont,CA-QC,CA,11:41 AM,BA,12/16/2026,12/16/2026
DL3149,Delta Air Lines,John F. Kennedy International,Gumalang,Philippines,1:32 PM,Hartsfield-Jackson Atlanta,Liurenba,China,6,42,on-time,7467,vegan,true,false,Rokot Airport,Sipora Island,ID-SB,ID,12:33 PM,DL,4/19/2026,4/19/2026
SQ7065,Singapore Airlines,Changi,El Paso,United States,8:42 AM,Haneda,Summerland,Canada,1,203,delayed,1414,regular,true,false,Grand Forks International Airport,Grand Forks,US-ND,US,7:37 PM,SQ,8/25/2026,8/25/2026
NH1262,All Nippon Airways,Haneda,Brotas,Brazil,6:39 AM,Incheon International,Kalianyar Selatan,Indonesia,3,306,cancelled,5408,vegetarian,true,false,Allegheny County Airport,Pittsburgh,US-PA,US,6:48 AM,NH,7/31/2026,7/31/2026
AF1670,Air France,Charles de Gaulle,Huazhuang,China,2:42 PM,Chhatrapati Shivaji International,Samut Prakan,Thailand,1,434,on-time,3956,vegetarian,true,true,Pittsfield Municipal Airport,Pittsfield,US-MA,US,2:18 PM,AF,12/1/2026,12/1/2026
BA3369,British Airways,Heathrow,Staryy Cherek,Russia,5:49 AM,Charles de Gaulle,Kiszkowo,Poland,9,402,cancelled,1273,regular,true,false,Roanoke–Blacksburg Regional Airport,Roanoke,US-VA,US,9:10 PM,BA,11/11/2026,11/11/2026
AV5838,Avianca,El Dorado International,Hudson,Canada,5:06 PM,O'Hare International,Mayang,Indonesia,11,239,cancelled,6217,gluten-free,false,true,Douglas-Charles Airport,Marigot,DM-02,DM,8:10 PM,AV,4/8/2026,4/8/2026
SK9178,SAS Scandinavian,Copenhagen Airport,Gongjiahe,China,12:55 AM,Charles de Gaulle,Karlstad,Sweden,11,8,on-time,5430,gluten-free,true,false,Flat Airport,Flat,US-AK,US,1:04 PM,SK,9/18/2026,9/18/2026
AZ7219,Alitalia,Leonardo da Vinci International,Thị Trấn Nho Quan,Vietnam,12:24 AM,Charles de Gaulle,Vallehermoso,Philippines,7,388,cancelled,6460,regular,true,false,Luxor International Airport,Luxor,EG-KN,EG,4:28 PM,AZ,8/10/2026,8/10/2026
KE9114,Korean Air,Incheon International,La Huerta,Mexico,11:32 PM,Denver International,Yushugou,China,5,191,on-time,1821,vegan,false,true,Sidney - Richland Regional Airport,Sidney,US-MT,US,6:56 AM,KE,7/24/2026,7/24/2026
UA8526,United Airlines,Los Angeles International,Jiadingzhen,China,11:51 PM,San Francisco International,Machinga,Malawi,3,234,on-time,1482,regular,false,true,Maria Reiche Neuman Airport,Nazca,PE-ICA,PE,6:26 AM,UA,2/13/2026,2/13/2026
SK4698,SAS Scandinavian,Copenhagen Airport,Dukla,Poland,2:09 AM,Charles de Gaulle,Jasieniec,Poland,5,461,on-time,8812,vegan,true,true,Santana do Araguaia Airport,Santana Do Araguaia,BR-PA,BR,2:59 AM,SK,8/20/2026,8/20/2026
BA9701,British Airways,Heathrow,Yashio-shi,Japan,2:22 PM,Charles de Gaulle,Shigu,China,11,310,cancelled,2052,gluten-free,false,false,Lekana Airport,Lekana,CG-14,CG,10:23 PM,BA,3/31/2026,3/31/2026
AM7859,Aeroméxico,Benito Juárez International,Hachiōji,Japan,5:41 AM,Bole International,Kolbuszowa,Poland,9,423,delayed,8914,gluten-free,false,false,Donoi Airport,Uliastai,MN-057,MN,8:42 AM,AM,7/28/2026,7/28/2026
AI9645,Air India,Indira Gandhi International,Kertamukti,Indonesia,3:26 PM,Vienna International,Yabrūd,Syria,3,450,delayed,4846,vegetarian,false,true,Northern Colorado Regional Airport,Fort Collins/Loveland,US-CO,US,10:02 AM,AI,12/29/2026,12/29/2026
DL1921,Delta Air Lines,John F. Kennedy International,Lubochnia,Poland,8:36 PM,Hartsfield-Jackson Atlanta,Stenungsund,Sweden,10,412,cancelled,2253,vegetarian,true,true,Sainte Marie Airport,,MG-A,MG,2:06 PM,DL,10/13/2026,10/13/2026
AV2988,Avianca,El Dorado International,Tiantang,China,10:11 PM,San Francisco International,Ḩabūr,Yemen,3,171,delayed,5260,vegan,true,true,Tartu Airport,Tartu,EE-7B,EE,10:49 PM,AV,10/27/2026,10/27/2026
AC9211,Air Canada,Toronto Pearson,Argentan,France,10:40 AM,Miami International,Guaduas,Colombia,4,395,cancelled,2941,regular,true,true,Dikson Airport,Dikson,RU-KYA,RU,7:29 PM,AC,3/28/2026,3/28/2026
AC5480,Air Canada,Toronto Pearson,Malway,Philippines,8:57 PM,John F. Kennedy International,Billdal,Sweden,7,220,delayed,6769,vegan,false,false,Böblingen Flugfeld,Böblingen,DE-BW,DE,9:38 PM,AC,3/18/2026,3/18/2026
KE5043,Korean Air,Incheon International,Goworowo,Poland,10:41 PM,Haneda,Alcanena,Portugal,6,423,delayed,1139,vegetarian,false,true,Pupelde Airport,Ancud,CL-LL,CL,11:43 PM,KE,5/30/2026,5/30/2026
IB3773,Iberia,Adolfo Suárez Madrid–Barajas,Huagu,China,7:34 AM,Charles de Gaulle,Dalan,China,4,484,on-time,3644,vegan,true,true,Qayyarah West Airport,Qayyarah,IQ-NI,IQ,6:06 PM,IB,10/18/2026,10/18/2026
QR9258,Qatar Airways,Hamad International,Bajera,Indonesia,2:20 AM,Frankfurt Airport,Karangnongko,Indonesia,7,461,delayed,765,vegetarian,false,false,Dayton-Wright Brothers Airport,Dayton,US-OH,US,2:18 PM,QR,7/26/2026,7/26/2026
AA7899,American Airlines,John F. Kennedy International,Olleros,Peru,1:12 AM,Hartsfield-Jackson Atlanta,Klyuchi,Russia,6,173,cancelled,7073,regular,true,false,Donetsk International Airport,Donetsk,UA-14,UA,12:05 PM,AA,7/23/2026,7/23/2026
WN4007,Southwest Airlines,Los Angeles International,Venda Nova,Portugal,2:41 PM,San Francisco International,Anseong,South Korea,10,355,delayed,5671,vegetarian,true,true,Nha Trang Air Base,Nha Trang,VN-34,VN,3:44 AM,WN,10/5/2026,10/5/2026
AZ7009,Alitalia,Leonardo da Vinci International,Rzhavki,Russia,5:52 AM,Cairo International,Azurva,Portugal,2,451,delayed,4370,vegetarian,false,true,Boutilimit Airport,Boutilimit,MR-06,MR,1:20 PM,AZ,10/1/2026,10/1/2026
IB5615,Iberia,Adolfo Suárez Madrid–Barajas,Traiguén,Chile,2:21 AM,Charles de Gaulle,Lubei,China,7,454,on-time,9799,regular,false,true,Mui River Airport,Omo National Park,ET-SN,ET,11:08 AM,IB,1/11/2027,1/11/2027
EK3102,Emirates,Dubai International,Fernández,Argentina,1:29 PM,Hamad International,Meilin,China,4,83,delayed,7334,gluten-free,false,false,Poplar Hill Airport,Poplar Hill,CA-ON,CA,6:47 AM,EK,12/23/2026,12/23/2026
QR2311,Qatar Airways,Hamad International,Līkak,Iran,6:26 PM,Frankfurt Airport,Zhenqiao,China,1,406,delayed,5978,gluten-free,true,true,Alice Arm/Silver City Seaplane Base,,CA-BC,CA,8:01 PM,QR,6/23/2026,6/23/2026
TG7280,Thai Airways,Suvarnabhumi,Chenfang,China,8:18 AM,Incheon International,Três Passos,Brazil,5,422,cancelled,1394,gluten-free,true,true,Thorne Bay Seaplane Base,Thorne Bay,US-AK,US,3:34 PM,TG,2/17/2026,2/17/2026
NH2322,All Nippon Airways,Haneda,Huangyuan Chengguanzhen,China,5:06 PM,Incheon International,Eido,Portugal,5,441,delayed,2980,regular,false,false,João Correa da Rocha Airport,Marabá,BR-PA,BR,8:13 PM,NH,6/14/2026,6/14/2026
NZ9559,Air New Zealand,Auckland Airport,Sérvia,Greece,11:31 AM,Cape Town International,Kuala Terengganu,Malaysia,11,119,cancelled,9319,regular,false,false,Brigadier D.H.E. Ruiz Airport,Coronel Suarez,AR-B,AR,6:33 AM,NZ,11/12/2026,11/12/2026
SK8067,SAS Scandinavian,Copenhagen Airport,Sairam,China,7:12 AM,Charles de Gaulle,Sa Kaeo,Thailand,1,97,on-time,7892,regular,true,true,Red Sucker Lake Airport,Red Sucker Lake,CA-MB,CA,11:45 PM,SK,4/6/2026,4/6/2026
AM3262,Aeroméxico,Benito Juárez International,Xinglong,China,11:39 AM,Dallas/Fort Worth International,Limoeiro do Norte,Brazil,5,5,cancelled,551,gluten-free,false,false,Presidente Nicolau Lobato International Airport,Dili,TL-DI,TL,3:22 PM,AM,4/24/2026,4/24/2026
SQ9889,Singapore Airlines,Changi,San Esteban,Honduras,8:22 AM,Suvarnabhumi,Truskavets,Ukraine,9,331,cancelled,1136,vegan,true,false,Perry Island Seaplane Base,Perry Island,US-AK,US,12:00 PM,SQ,9/1/2026,9/1/2026
IB9305,Iberia,Adolfo Suárez Madrid–Barajas,Mingelchaur,Azerbaijan,9:10 AM,Indira Gandhi International,Xijia,China,7,169,delayed,1590,vegan,true,true,Syracuse Hancock International Airport,Syracuse,US-NY,US,1:56 PM,IB,3/13/2026,3/13/2026
IB9227,Iberia,Adolfo Suárez Madrid–Barajas,Charlotte,United States,8:20 PM,Charles de Gaulle,Ngama,Chad,2,212,on-time,6494,gluten-free,true,false,Miho Yonago Airport,Yonago,JP-32,JP,4:31 PM,IB,5/11/2026,5/11/2026
AV2380,Avianca,El Dorado International,Daqin Tal,China,2:21 PM,O'Hare International,Guzhan,China,3,309,cancelled,2826,vegan,true,true,Solano Airport,Solano,CO-CAQ,CO,2:58 AM,AV,10/11/2026,10/11/2026
BA9357,British Airways,Heathrow,Mont-Dore,New Caledonia,7:21 PM,Charles de Gaulle,Shcherbinka,Russia,1,239,cancelled,4063,gluten-free,true,false,Qayyarah West Airport,Qayyarah,IQ-NI,IQ,11:27 AM,BA,12/12/2026,12/12/2026
AI6017,Air India,Indira Gandhi International,Itamaraju,Brazil,4:49 PM,Chhatrapati Shivaji International,Balice,Poland,3,330,cancelled,1905,vegan,false,true,Blue Lagoon Seaplane Base,Nanuya Lailai Island,FJ-W,FJ,11:30 AM,AI,9/23/2026,9/23/2026
LH6429,Lufthansa,Frankfurt Airport,Río Alejandro,Panama,11:49 AM,Incheon International,Yong’an,China,2,142,cancelled,5926,vegan,false,false,Pope Field,Greenfield,US-IN,US,1:35 PM,LH,1/26/2026,1/26/2026
SK2677,SAS Scandinavian,Copenhagen Airport,Grzęska,Poland,5:54 AM,Charles de Gaulle,Barkol,China,8,5,on-time,8529,regular,false,false,Imane Airport,Imane,PG-MPL,PG,12:02 AM,SK,10/2/2026,10/2/2026
SK4122,SAS Scandinavian,Copenhagen Airport,Santa Maria,Brazil,7:29 AM,Charles de Gaulle,Daba,China,10,261,delayed,4994,vegan,false,true,Ulanqab Jining Airport,Ulanqab,CN-15,CN,4:10 PM,SK,5/16/2026,5/16/2026
EK5416,Emirates,Dubai International,Guadalupe,Mexico,4:06 AM,Hamad International,Philadelphia,United States,1,333,cancelled,8773,vegetarian,true,true,Lille-Lesquin Airport,Lille/Lesquin,FR-O,FR,9:40 PM,EK,4/12/2026,4/12/2026
AV7494,Avianca,El Dorado International,Belogorskīy,Kazakhstan,4:28 PM,Vancouver International,Ebaye,Marshall Islands,2,149,delayed,8919,regular,true,false,Santa Ana Airport,Piedras,CO-TOL,CO,6:43 AM,AV,5/5/2026,5/5/2026
SA8759,South African Airways,O.R. Tambo International,Thionville,France,3:26 PM,Charles de Gaulle,Yantian,China,9,377,delayed,4612,gluten-free,true,false,Aripuanã Airport,Aripuanã,BR-MT,BR,3:27 AM,SA,3/26/2026,3/26/2026
AC8159,Air Canada,Toronto Pearson,Karlskrona,Sweden,5:21 AM,John F. Kennedy International,Nangerang,Indonesia,1,121,cancelled,2955,vegan,true,true,Chignik Fisheries Airport,Chignik,US-AK,US,4:05 AM,AC,11/1/2026,11/1/2026
AZ7021,Alitalia,Leonardo da Vinci International,Emiliano Zapata,Mexico,2:52 AM,Charles de Gaulle,Anzi,China,10,477,cancelled,7485,regular,true,true,Butts AAF (Fort Carson) Air Field,Fort Carson,US-CO,US,10:53 AM,AZ,7/18/2026,7/18/2026
NH8129,All Nippon Airways,Haneda,Konakridee,Sierra Leone,6:57 PM,Incheon International,Budaka,Uganda,7,457,on-time,1549,regular,false,false,Cowley Airport,Cowley,CA-AB,CA,2:20 PM,NH,10/26/2026,10/26/2026
KL6392,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Stockholm,Sweden,11:48 PM,Charles de Gaulle,Jalqamūs,Palestinian Territory,9,90,delayed,6438,vegan,true,true,Mara Lodges Airport,Mara Lodges,KE-700,KE,1:16 AM,KL,4/11/2026,4/11/2026
AI4455,Air India,Indira Gandhi International,Delta del Tigre,Uruguay,9:13 PM,Chhatrapati Shivaji International,Puolanka,Finland,4,50,on-time,4251,regular,false,false,Wallops Flight Facility Airport,Wallops Island,US-VA,US,3:22 AM,AI,9/21/2026,9/21/2026
ET2308,Ethiopian Airlines,Bole International,Kapsabet,Kenya,12:38 AM,Hamad International,Bankeryd,Sweden,1,175,on-time,1922,vegetarian,false,true,Constanza - Expedición 14 de Junio National Airport,Costanza,DO-13,DO,10:35 AM,ET,6/13/2026,6/13/2026
SK4059,SAS Scandinavian,Copenhagen Airport,Paty do Alferes,Brazil,9:25 AM,Hamad International,Enhe Hada,China,5,465,delayed,9206,regular,false,true,Wunnumin Lake Airport,Wunnumin Lake,CA-ON,CA,8:54 AM,SK,2/4/2026,2/4/2026
BA9479,British Airways,Heathrow,Nakło nad Notecią,Poland,7:22 PM,Charles de Gaulle,Malczyce,Poland,3,270,cancelled,3689,vegan,true,true,Cape Pole Seaplane Base,Cape Pole,US-AK,US,12:48 PM,BA,12/26/2026,12/26/2026
NZ1915,Air New Zealand,Auckland Airport,Xianxi,China,6:27 PM,Brisbane Airport,Loppi,Finland,11,465,delayed,2330,regular,true,true,Ames Municipal Airport,Ames,US-IA,US,8:00 PM,NZ,8/9/2026,8/9/2026
WN8822,Southwest Airlines,Los Angeles International,Naberera,Tanzania,11:37 AM,Miami International,Panganiban,Philippines,6,272,cancelled,8357,gluten-free,true,false,Hermiston Municipal Airport,Hermiston,US-OR,US,9:04 AM,WN,9/13/2026,9/13/2026
QR7020,Qatar Airways,Hamad International,Gainesville,United States,11:40 PM,São Paulo/Guarulhos International,Błędów,Poland,1,329,delayed,8292,regular,false,true,Coonamble Airport,,AU-NSW,AU,4:43 AM,QR,2/8/2026,2/8/2026
QR4365,Qatar Airways,Hamad International,Nakano,Japan,1:39 AM,Benito Juárez International,Podkumskiy,Russia,1,44,on-time,4993,gluten-free,false,false,Enfidha - Hammamet International Airport,Enfidha,TN-51,TN,10:04 PM,QR,11/12/2026,11/12/2026
LH4335,Lufthansa,Frankfurt Airport,Zhvanets,Ukraine,10:17 PM,Charles de Gaulle,Liberta,Antigua and Barbuda,6,383,delayed,1089,vegan,true,false,Irkutsk Airport,Irkutsk,RU-IRK,RU,8:10 PM,LH,7/27/2026,7/27/2026
SQ2561,Singapore Airlines,Changi,Picton,Canada,2:25 PM,Vancouver International,Istaravshan,Tajikistan,11,178,cancelled,9183,gluten-free,true,false,King Island Airport,,AU-TAS,AU,7:08 AM,SQ,2/1/2026,2/1/2026
NZ6357,Air New Zealand,Auckland Airport,Gusau,Nigeria,3:46 PM,Sydney Airport,Gālīkesh,Iran,6,200,on-time,8719,regular,true,true,Tinian International Airport,Tinian Island,MP-U-A,MP,2:03 PM,NZ,7/5/2026,7/5/2026
AI6534,Air India,Indira Gandhi International,Yilongyong,China,11:32 AM,Chhatrapati Shivaji International,Woken,China,6,398,delayed,7704,vegetarian,true,false,Lac Brochet Airport,Lac Brochet,CA-MB,CA,11:31 PM,AI,9/23/2026,9/23/2026
WN2925,Southwest Airlines,Los Angeles International,Hezuoqiao,China,8:41 AM,San Francisco International,Shaffa,Nigeria,5,232,delayed,5635,vegan,false,false,Lewistown Municipal Airport,Lewistown,US-MT,US,2:51 PM,WN,12/27/2026,12/27/2026
AI1534,Air India,Indira Gandhi International,Kambingan,Indonesia,7:29 AM,Chhatrapati Shivaji International,Al Madīd,Yemen,10,109,cancelled,168,regular,true,true,Eduardo Falla Solano Airport,San Vicente Del Caguán,CO-CAQ,CO,5:02 AM,AI,3/21/2026,3/21/2026
AV9554,Avianca,El Dorado International,Karajeun,Indonesia,7:26 AM,O'Hare International,Torino,Italy,2,387,cancelled,880,vegan,true,true,Luhansk International Airport,Luhansk,UA-09,UA,4:38 PM,AV,3/6/2026,3/6/2026
BA9448,British Airways,Heathrow,Calumpang,Philippines,10:38 AM,Charles de Gaulle,Iwakura,Japan,5,25,on-time,1229,vegan,false,false,Cimitarra Airport,Cimitarra,CO-SAN,CO,11:57 PM,BA,2/14/2026,2/14/2026
NZ3507,Air New Zealand,Auckland Airport,Matadi,Democratic Republic of the Congo,3:58 AM,Changi,Chaoyang,China,10,400,on-time,1711,vegetarian,true,false,Oro Negro Airport,Cabimas,VE-V,VE,2:13 PM,NZ,4/21/2026,4/21/2026
AA1215,American Airlines,John F. Kennedy International,Besançon,France,5:19 AM,Hartsfield-Jackson Atlanta,Tubajon,Philippines,8,124,delayed,4749,vegan,true,false,Giebelstadt Airport,Giebelstadt,DE-BY,DE,7:51 AM,AA,2/8/2026,2/8/2026
LH8572,Lufthansa,Frankfurt Airport,Ladoeiro,Portugal,2:52 AM,Charles de Gaulle,Qingshu,China,9,153,cancelled,6049,gluten-free,true,true,Witu Airport,Garove Island,PG-WBK,PG,4:17 PM,LH,10/11/2026,10/11/2026
AV1794,Avianca,El Dorado International,Fortios,Portugal,3:54 AM,Leonardo da Vinci International,Maochen,China,5,149,cancelled,7654,vegan,false,false,Big Bell Airport,Big Bell,AU-WA,AU,9:23 PM,AV,6/1/2026,6/1/2026
LH4196,Lufthansa,Frankfurt Airport,Venustiano Carranza,Mexico,6:07 PM,Ministro Pistarini International,Ankola,Indonesia,7,263,cancelled,7021,regular,false,true,Point Mugu Naval Air Station (Naval Base Ventura Co),Point Mugu,US-CA,US,12:55 AM,LH,9/15/2026,9/15/2026
AC3020,Air Canada,Toronto Pearson,Walakeri,Indonesia,5:44 PM,John F. Kennedy International,Guling,China,11,241,cancelled,5466,vegetarian,false,false,Fontaine Airport,Belfort,FR-I,FR,3:51 AM,AC,8/6/2026,8/6/2026
ET2517,Ethiopian Airlines,Bole International,Kurume,Japan,10:30 PM,Cape Town International,San Diego,United States,5,416,cancelled,8076,regular,true,true,Windorah Airport,,AU-QLD,AU,4:49 AM,ET,8/5/2026,8/5/2026
DL3021,Delta Air Lines,John F. Kennedy International,Maluso,Philippines,10:17 PM,Hartsfield-Jackson Atlanta,Aoqiao,China,6,4,cancelled,9343,vegan,false,false,Banz Airport,Banz,PG-JI,PG,10:58 AM,DL,10/13/2026,10/13/2026
TG8512,Thai Airways,Suvarnabhumi,Keyi,China,6:27 PM,Changi,Lirang,China,1,265,on-time,4035,regular,false,true,Arar Domestic Airport,Arar,SA-08,SA,11:04 PM,TG,7/15/2026,7/15/2026
SA9239,South African Airways,O.R. Tambo International,Boguchar,Russia,8:45 PM,Charles de Gaulle,Bacabal,Brazil,10,286,delayed,4798,vegan,false,true,Nhon Co Airfield,Quang Duc,VN-U-A,VN,1:08 AM,SA,2/17/2026,2/17/2026
IB5133,Iberia,Adolfo Suárez Madrid–Barajas,Karanggintung,Indonesia,4:36 PM,Jomo Kenyatta International,Magdug,Philippines,6,202,delayed,2025,vegetarian,true,true,Oskarshamn Airport,,SE-H,SE,7:19 AM,IB,9/26/2026,9/26/2026
WN1275,Southwest Airlines,Los Angeles International,Gombang,Indonesia,1:58 AM,Toronto Pearson,Ottawa,Canada,8,187,delayed,2484,vegan,false,true,Brownwood Regional Airport,Brownwood,US-TX,US,9:48 AM,WN,8/6/2026,8/6/2026
AC4014,Air Canada,Toronto Pearson,Huambo,Angola,10:08 PM,Hartsfield-Jackson Atlanta,Kudang,Indonesia,7,446,on-time,2963,regular,false,false,Burlington International Airport,Burlington,US-VT,US,3:45 AM,AC,7/3/2026,7/3/2026
SK9048,SAS Scandinavian,Copenhagen Airport,Chikeng,China,2:36 PM,Charles de Gaulle,Yangzi,China,9,304,delayed,3722,vegetarian,false,true,Richard B Russell Airport,Rome,US-GA,US,11:54 AM,SK,10/24/2026,10/24/2026
AA4087,American Airlines,John F. Kennedy International,Duzhou,China,7:47 AM,Miami International,Atalaia,Portugal,5,71,delayed,2295,vegetarian,true,true,Dalgaranga Gold Mine Airport,,AU-WA,AU,12:37 AM,AA,9/18/2026,9/18/2026
QF5903,Qantas,Sydney Airport,Laxou,France,5:55 AM,Changi,Fuxing,China,3,454,cancelled,3050,vegan,true,false,Chuja Port Heliport,"Chuja, Hach’uja-do (Chujado Islands)",KR-49,KR,9:44 AM,QF,5/25/2026,5/25/2026
AV5603,Avianca,El Dorado International,Mianay,Philippines,10:55 PM,O'Hare International,Kadugede,Indonesia,3,50,delayed,8710,vegetarian,true,true,Alejandro Velasco Astete International Airport,Cusco,PE-CUS,PE,12:12 AM,AV,5/21/2026,5/21/2026
AA5127,American Airlines,John F. Kennedy International,Huskvarna,Sweden,12:55 AM,Miami International,Paris 09,France,2,160,delayed,2850,vegetarian,true,false,Resolute Bay Airport,Resolute Bay,CA-NU,CA,11:44 PM,AA,12/13/2026,12/13/2026
QF3733,Qantas,Sydney Airport,Helmas,Albania,7:37 PM,Melbourne Airport,Baih,Indonesia,4,169,on-time,5952,vegetarian,false,true,Komodo Airport,Labuan Bajo - Flores Island,ID-NT,ID,3:04 PM,QF,10/24/2026,10/24/2026
